Mode XML Parameters
ACO
maxNumIterations	35
pheromonesEvaporationRate	0.65
alpha	0.85
beta	0.85
numberOfAnts	15
GA
geneType	Simple
maxNumIterations	1
eliteNumber	0
mutationRate	0
crossoverRate	0
EVA
acoImportance	1
agImportance	0
Maze	dimension	col	#	#ok	#no	avg ok
maze70_10_6.mz	70	10	6	96	4	0.34375
maze70_10_7.mz	70	10	7	96	4	1.8229166666666667
maze70_10_8.mz	70	10	8	89	11	2.067415730337079
maze70_10_9.mz	70	10	9	72	28	4.222222222222222
maze80_5_0.mz	80	5	0	73	27	6.397260273972603
maze80_5_1.mz	80	5	1	68	32	5.0588235294117645
maze80_5_2.mz	80	5	2	81	19	5.851851851851852
maze80_5_3.mz	80	5	3	52	48	10.01923076923077
maze80_5_4.mz	80	5	4	94	6	2.4574468085106385
maze80_5_5.mz	80	5	5	57	43	7.456140350877193
maze80_5_6.mz	80	5	6	55	45	9.036363636363637
maze80_5_7.mz	80	5	7	44	56	11.818181818181818
maze80_5_8.mz	80	5	8	77	23	5.415584415584416
maze80_5_9.mz	80	5	9	56	44	8.0
maze80_10_0.mz	80	10	0	14	86	18.571428571428573
maze80_10_1.mz	80	10	1	73	27	6.47945205479452
maze80_10_2.mz	80	10	2	93	7	1.8709677419354838
maze80_10_3.mz	80	10	3	84	16	4.559523809523809
maze80_10_4.mz	80	10	4	58	42	7.396551724137931
maze80_10_5.mz	80	10	5	80	20	3.8625
maze80_10_6.mz	80	10	6	28	72	10.857142857142858
maze80_10_7.mz	80	10	7	96	4	1.7083333333333333
maze80_10_8.mz	80	10	8	84	16	5.416666666666667
maze80_10_9.mz	80	10	9	48	52	9.1875
maze80_20_0.mz	80	20	0	76	24	6.381578947368421
maze80_20_1.mz	80	20	1	25	75	12.76
maze80_20_2.mz	80	20	2	93	7	3.6129032258064515
maze80_20_3.mz	80	20	3	42	58	9.238095238095237
maze80_20_4.mz	80	20	4	79	21	4.708860759493671
maze80_20_5.mz	80	20	5	69	31	7.63768115942029
maze80_20_6.mz	80	20	6	55	45	7.9818181818181815
maze80_20_7.mz	80	20	7	24	76	7.708333333333333
maze80_20_8.mz	80	20	8	61	39	6.60655737704918
maze80_20_9.mz	80	20	9	10	90	15.4
maze90_5_0.mz	90	5	0	46	54	8.152173913043478
maze90_5_1.mz	90	5	1	5	95	16.8
maze90_5_2.mz	90	5	2	76	24	7.131578947368421
maze90_5_3.mz	90	5	3	50	50	9.0
maze90_5_4.mz	90	5	4	67	33	6.776119402985074
maze90_5_5.mz	90	5	5	63	37	7.26984126984127
maze90_5_6.mz	90	5	6	90	10	2.7444444444444445
maze90_5_7.mz	90	5	7	48	52	9.041666666666666
maze90_5_8.mz	90	5	8	61	39	8.40983606557377
maze90_5_9.mz	90	5	9	14	86	13.428571428571429
maze90_10_0.mz	90	10	0	91	9	3.967032967032967
maze90_10_1.mz	90	10	1	81	19	3.6790123456790123
maze90_10_2.mz	90	10	2	88	12	3.034090909090909
maze90_10_3.mz	90	10	3	72	28	7.277777777777778
maze90_10_4.mz	90	10	4	79	21	8.227848101265822
maze90_10_5.mz	90	10	5	34	66	10.294117647058824
maze90_10_6.mz	90	10	6	97	3	1.7216494845360826
maze90_10_7.mz	90	10	7	57	43	7.157894736842105
maze90_10_8.mz	90	10	8	69	31	6.811594202898551
maze90_10_9.mz	90	10	9	44	56	6.636363636363637
maze90_15_0.mz	90	15	0	89	11	1.7752808988764044
maze90_15_1.mz	90	15	1	89	11	3.1235955056179776
maze90_15_2.mz	90	15	2	82	18	3.3536585365853657
maze90_15_3.mz	90	15	3	68	32	7.411764705882353
maze90_15_4.mz	90	15	4	87	13	3.4597701149425286
maze90_15_5.mz	90	15	5	81	19	7.703703703703703
maze90_15_6.mz	90	15	6	14	86	13.214285714285714
maze90_15_7.mz	90	15	7	76	24	5.4868421052631575
maze90_15_8.mz	90	15	8	93	7	2.5806451612903225
maze90_15_9.mz	90	15	9	85	15	4.435294117647059
maze100_5_0.mz	100	5	0	40	60	6.35
maze100_5_1.mz	100	5	1	29	71	8.551724137931034
maze100_5_2.mz	100	5	2	2	98	18.0
maze100_5_3.mz	100	5	3	56	44	7.571428571428571
maze100_5_4.mz	100	5	4	64	36	10.109375
maze100_5_5.mz	100	5	5	91	9	2.21978021978022
maze100_5_6.mz	100	5	6	72	28	7.319444444444445
maze100_5_7.mz	100	5	7	15	85	11.133333333333333
maze100_5_8.mz	100	5	8	66	34	6.833333333333333
maze100_5_9.mz	100	5	9	14	86	15.285714285714286
maze100_10_0.mz	100	10	0	77	23	6.259740259740259
maze100_10_1.mz	100	10	1	76	24	7.4605263157894735
maze100_10_2.mz	100	10	2	44	56	8.431818181818182
maze100_10_3.mz	100	10	3	69	31	5.521739130434782
maze100_10_4.mz	100	10	4	96	4	1.0520833333333333
maze100_10_5.mz	100	10	5	83	17	3.1566265060240966
maze100_10_6.mz	100	10	6	91	9	4.7032967032967035
maze100_10_7.mz	100	10	7	9	91	14.11111111111111
maze100_10_8.mz	100	10	8	85	15	4.247058823529412
maze100_10_9.mz	100	10	9	14	86	8.142857142857142
maze100_20_0.mz	100	20	0	92	8	1.5434782608695652
maze100_20_1.mz	100	20	1	32	68	12.5625
maze100_20_2.mz	100	20	2	31	69	10.096774193548388
maze100_20_3.mz	100	20	3	59	41	10.423728813559322
maze100_20_4.mz	100	20	4	41	59	9.634146341463415
maze100_20_5.mz	100	20	5	35	65	13.571428571428571
maze100_20_6.mz	100	20	6	30	70	12.0
maze100_20_7.mz	100	20	7	51	49	9.705882352941176
maze100_20_8.mz	100	20	8	98	2	0.6326530612244898
maze100_20_9.mz	100	20	9	19	81	13.842105263157896
maze110_5_0.mz	110	5	0	22	78	13.272727272727273
maze110_5_1.mz	110	5	1	71	29	7.915492957746479
maze110_5_2.mz	110	5	2	31	69	12.096774193548388
maze110_5_3.mz	110	5	3	22	78	16.727272727272727
maze110_5_4.mz	110	5	4	27	73	8.62962962962963
maze110_5_5.mz	110	5	5	39	61	9.794871794871796
maze110_5_6.mz	110	5	6	69	31	5.956521739130435
maze110_5_7.mz	110	5	7	21	79	14.523809523809524
maze110_5_8.mz	110	5	8	28	72	11.035714285714286
maze110_5_9.mz	110	5	9	51	49	7.901960784313726
maze110_10_0.mz	110	10	0	94	6	2.617021276595745
maze110_10_1.mz	110	10	1	69	31	8.478260869565217
maze110_10_2.mz	110	10	2	82	18	6.695121951219512
maze110_10_3.mz	110	10	3	72	28	7.597222222222222
maze110_10_4.mz	110	10	4	1	99	3.0
maze110_10_5.mz	110	10	5	89	11	3.7752808988764044
maze110_10_6.mz	110	10	6	54	46	7.518518518518518
maze110_10_7.mz	110	10	7	29	71	11.689655172413794
