Mode XML Parameters
ACO
maxNumIterations	50
pheromonesEvaporationRate	0.65
alpha	0.85
beta	0.85
numberOfAnts	15
GA
geneType	Simple
maxNumIterations	35
eliteNumber	0
mutationRate	0.05
crossoverRate	0.6
EVA
acoImportance	0.25
agImportance	0.75
Maze	dimension	col	#	#ok	#no	avg ok
maze160_20_1.mz	160	20	1	94	6	9.425531914893616
maze160_20_2.mz	160	20	2	40	60	18.3
maze160_20_3.mz	160	20	3	70	30	13.528571428571428
maze160_20_4.mz	160	20	4	100	0	0.17
maze160_20_5.mz	160	20	5	100	0	4.58
maze160_20_6.mz	160	20	6	55	45	21.2
maze160_20_7.mz	160	20	7	18	82	21.77777777777778
maze160_20_8.mz	160	20	8	18	82	27.5
maze160_20_9.mz	160	20	9	99	1	7.161616161616162
maze170_5_0.mz	170	5	0	66	34	17.696969696969695
maze170_5_1.mz	170	5	1	74	26	18.66216216216216
maze170_5_2.mz	170	5	2	4	96	34.5
maze170_5_3.mz	170	5	3	32	68	20.34375
maze170_5_4.mz	170	5	4	18	82	24.88888888888889
maze170_5_5.mz	170	5	5	16	84	22.0
maze170_5_6.mz	170	5	6	92	8	14.532608695652174
maze170_5_7.mz	170	5	7	85	15	14.294117647058824
maze170_5_8.mz	170	5	8	11	89	27.636363636363637
maze170_5_9.mz	170	5	9	7	93	25.857142857142858
maze170_10_0.mz	170	10	0	100	0	2.28
maze170_10_1.mz	170	10	1	50	50	17.26
maze170_10_2.mz	170	10	2	40	60	21.425
maze170_10_3.mz	170	10	3	3	97	21.333333333333332
maze170_10_4.mz	170	10	4	100	0	2.21
maze170_10_5.mz	170	10	5	3	97	20.333333333333332
maze170_10_6.mz	170	10	6	100	0	2.32
maze170_10_7.mz	170	10	7	81	19	14.197530864197532
maze170_10_8.mz	170	10	8	78	22	13.73076923076923
maze170_10_9.mz	170	10	9	100	0	1.44
maze180_5_0.mz	180	5	0	12	88	28.083333333333332
maze180_5_1.mz	180	5	1	17	83	24.235294117647058
maze180_5_2.mz	180	5	2	42	58	21.80952380952381
maze180_5_3.mz	180	5	3	17	83	24.235294117647058
maze180_5_4.mz	180	5	4	4	96	21.25
maze180_5_5.mz	180	5	5	3	97	34.333333333333336
maze180_5_6.mz	180	5	6	44	56	20.59090909090909
maze180_5_7.mz	180	5	7	44	56	20.795454545454547
maze180_5_8.mz	180	5	8	1	99	27.0
maze180_5_9.mz	180	5	9	21	79	21.095238095238095
maze180_10_0.mz	180	10	0	25	75	22.84
maze180_10_1.mz	180	10	1	99	1	8.474747474747474
maze180_10_2.mz	180	10	2	62	38	18.596774193548388
maze180_10_3.mz	180	10	3	100	0	4.82
maze180_10_4.mz	180	10	4	70	30	15.728571428571428
maze180_10_5.mz	180	10	5	100	0	5.8
maze180_10_6.mz	180	10	6	100	0	3.94
maze180_10_7.mz	180	10	7	71	29	22.253521126760564
maze180_10_8.mz	180	10	8	97	3	9.474226804123711
maze180_10_9.mz	180	10	9	41	59	26.5609756097561
maze180_15_0.mz	180	15	0	0	100	NaN
maze180_15_1.mz	180	15	1	60	40	17.75
maze180_15_2.mz	180	15	2	17	83	19.0
maze180_15_3.mz	180	15	3	100	0	1.09
maze180_15_4.mz	180	15	4	25	75	20.16
maze180_15_5.mz	180	15	5	100	0	7.3
maze180_15_6.mz	180	15	6	78	22	16.384615384615383
maze180_15_7.mz	180	15	7	98	2	7.887755102040816
maze180_15_8.mz	180	15	8	100	0	0.17
maze180_15_9.mz	180	15	9	100	0	6.97
maze180_20_0.mz	180	20	0	24	76	21.291666666666668
maze180_20_1.mz	180	20	1	46	54	22.717391304347824
maze180_20_2.mz	180	20	2	5	95	22.6
maze180_20_3.mz	180	20	3	5	95	42.2
maze180_20_4.mz	180	20	4	23	77	23.565217391304348
maze180_20_5.mz	180	20	5	71	29	16.028169014084508
maze180_20_6.mz	180	20	6	99	1	3.717171717171717
maze180_20_7.mz	180	20	7	7	93	27.285714285714285
maze180_20_8.mz	180	20	8	1	99	24.0
maze180_20_9.mz	180	20	9	45	55	18.822222222222223
maze190_5_0.mz	190	5	0	9	91	17.0
maze190_5_1.mz	190	5	1	85	15	15.788235294117648
maze190_5_2.mz	190	5	2	22	78	22.954545454545453
maze190_5_3.mz	190	5	3	71	29	16.633802816901408
maze190_5_4.mz	190	5	4	36	64	22.75
maze190_5_5.mz	190	5	5	59	41	23.54237288135593
maze190_5_6.mz	190	5	6	53	47	21.77358490566038
maze190_5_7.mz	190	5	7	30	70	22.866666666666667
maze190_5_8.mz	190	5	8	9	91	20.22222222222222
maze190_5_9.mz	190	5	9	100	0	9.44
maze190_10_0.mz	190	10	0	99	1	5.040404040404041
maze190_10_1.mz	190	10	1	98	2	5.928571428571429
maze190_10_2.mz	190	10	2	56	44	18.714285714285715
maze190_10_3.mz	190	10	3	100	0	7.21
maze190_10_4.mz	190	10	4	0	100	NaN
maze190_10_5.mz	190	10	5	94	6	14.138297872340425
maze190_10_6.mz	190	10	6	13	87	18.923076923076923
maze190_10_7.mz	190	10	7	100	0	0.13
maze190_10_8.mz	190	10	8	2	98	38.5
maze190_10_9.mz	190	10	9	37	63	18.56756756756757
maze200_5_0.mz	200	5	0	0	100	NaN
