Mode XML Parameters
ACO
maxNumIterations	100
pheromonesEvaporationRate	0.65
alpha	0.85
beta	0.85
numberOfAnts	20
GA
geneType	Simple
maxNumIterations	50
eliteNumber	0
mutationRate	0.05
crossoverRate	0.6
EVA
acoImportance	0.5
agImportance	0.5
Maze	dimension	col	#	#ok	#no	avg ok
maze180_20_5.mz	180	20	5	74	26	30.013513513513512
maze180_20_6.mz	180	20	6	100	0	6.25
maze180_20_7.mz	180	20	7	5	95	61.0
maze180_20_8.mz	180	20	8	5	95	50.6
maze180_20_9.mz	180	20	9	59	41	33.016949152542374
maze190_5_0.mz	190	5	0	21	79	47.76190476190476
maze190_5_1.mz	190	5	1	96	4	19.71875
maze190_5_2.mz	190	5	2	29	71	45.41379310344828
maze190_5_3.mz	190	5	3	67	33	27.925373134328357
maze190_5_4.mz	190	5	4	53	47	36.301886792452834
maze190_5_5.mz	190	5	5	75	25	31.706666666666667
maze190_5_6.mz	190	5	6	59	41	24.966101694915253
maze190_5_7.mz	190	5	7	31	69	35.774193548387096
