Mode XML Parameters
ACO
maxNumIterations	100
pheromonesEvaporationRate	0.65
alpha	0.85
beta	0.85
numberOfAnts	20
GA
geneType	LSystem
maxNumIterations	50
eliteNumber	0
mutationRate	0.05
crossoverRate	0.6
EVA
acoImportance	0.25
agImportance	0.75
Maze	dimension	col	#	#ok	#no	avg ok
maze80_20_4.mz	80	20	4	100	0	1.42
maze80_20_5.mz	80	20	5	100	0	3.19
maze80_20_6.mz	80	20	6	100	0	1.25
maze80_20_7.mz	80	20	7	98	2	14.122448979591837
maze80_20_8.mz	80	20	8	99	1	5.111111111111111
maze80_20_9.mz	80	20	9	50	50	39.18
maze90_5_0.mz	90	5	0	100	0	4.9
maze90_5_1.mz	90	5	1	41	59	37.853658536585364
maze90_5_2.mz	90	5	2	100	0	9.02
maze90_5_3.mz	90	5	3	100	0	13.11
maze90_5_4.mz	90	5	4	100	0	4.83
maze90_5_5.mz	90	5	5	97	3	10.835051546391753
maze90_5_6.mz	90	5	6	100	0	2.54
maze90_5_7.mz	90	5	7	98	2	10.959183673469388
maze90_5_8.mz	90	5	8	100	0	2.14
maze90_5_9.mz	90	5	9	34	66	42.88235294117647
maze90_10_0.mz	90	10	0	100	0	1.34
maze90_10_1.mz	90	10	1	100	0	0.42
maze90_10_2.mz	90	10	2	100	0	0.58
maze90_10_3.mz	90	10	3	100	0	1.84
maze90_10_4.mz	90	10	4	100	0	1.94
maze90_10_5.mz	90	10	5	89	11	18.370786516853933
maze90_10_6.mz	90	10	6	100	0	0.71
maze90_10_7.mz	90	10	7	100	0	10.09
maze90_10_8.mz	90	10	8	100	0	1.99
maze90_10_9.mz	90	10	9	100	0	5.23
maze90_15_0.mz	90	15	0	100	0	0.49
maze90_15_1.mz	90	15	1	100	0	2.55
maze90_15_2.mz	90	15	2	100	0	0.46
maze90_15_3.mz	90	15	3	95	5	15.663157894736843
maze90_15_4.mz	90	15	4	100	0	3.56
maze90_15_5.mz	90	15	5	100	0	5.37
maze90_15_6.mz	90	15	6	21	79	57.142857142857146
maze90_15_7.mz	90	15	7	100	0	2.89
maze90_15_8.mz	90	15	8	100	0	0.17
maze90_15_9.mz	90	15	9	100	0	1.32
maze100_5_0.mz	100	5	0	98	2	19.79591836734694
maze100_5_1.mz	100	5	1	92	8	22.641304347826086
maze100_5_2.mz	100	5	2	97	3	10.02061855670103
maze100_5_3.mz	100	5	3	82	18	30.585365853658537
maze100_5_4.mz	100	5	4	100	0	0.53
maze100_5_5.mz	100	5	5	100	0	1.19
maze100_5_6.mz	100	5	6	97	3	13.556701030927835
maze100_5_7.mz	100	5	7	99	1	9.434343434343434
maze100_5_8.mz	100	5	8	98	2	12.091836734693878
maze100_5_9.mz	100	5	9	94	6	22.43617021276596
maze100_10_0.mz	100	10	0	100	0	9.57
maze100_10_1.mz	100	10	1	100	0	2.25
maze100_10_2.mz	100	10	2	82	18	16.365853658536587
maze100_10_3.mz	100	10	3	100	0	4.93
maze100_10_4.mz	100	10	4	100	0	0.4
maze100_10_5.mz	100	10	5	100	0	0.87
maze100_10_6.mz	100	10	6	100	0	1.87
maze100_10_7.mz	100	10	7	74	26	30.39189189189189
maze100_10_8.mz	100	10	8	100	0	2.63
maze100_10_9.mz	100	10	9	36	64	52.52777777777778
maze100_20_0.mz	100	20	0	100	0	0.11
maze100_20_1.mz	100	20	1	71	29	32.49295774647887
maze100_20_2.mz	100	20	2	99	1	5.03030303030303
maze100_20_3.mz	100	20	3	100	0	7.95
maze100_20_4.mz	100	20	4	99	1	11.676767676767676
maze100_20_5.mz	100	20	5	87	13	20.74712643678161
maze100_20_6.mz	100	20	6	98	2	4.877551020408164
maze100_20_7.mz	100	20	7	94	6	14.627659574468085
maze100_20_8.mz	100	20	8	100	0	0.09
maze100_20_9.mz	100	20	9	66	34	32.15151515151515
maze110_5_0.mz	110	5	0	100	0	8.06
maze110_5_1.mz	110	5	1	100	0	1.69
maze110_5_2.mz	110	5	2	66	34	29.90909090909091
maze110_5_3.mz	110	5	3	30	70	46.7
maze110_5_4.mz	110	5	4	95	5	17.063157894736843
maze110_5_5.mz	110	5	5	94	6	18.585106382978722
maze110_5_6.mz	110	5	6	99	1	10.343434343434344
maze110_5_7.mz	110	5	7	99	1	8.262626262626263
maze110_5_8.mz	110	5	8	100	0	1.13
maze110_5_9.mz	110	5	9	100	0	6.09
maze110_10_0.mz	110	10	0	100	0	0.11
maze110_10_1.mz	110	10	1	99	1	8.646464646464647
maze110_10_2.mz	110	10	2	100	0	1.77
maze110_10_3.mz	110	10	3	100	0	2.16
maze110_10_4.mz	110	10	4	5	95	33.0
maze110_10_5.mz	110	10	5	100	0	1.2
maze110_10_6.mz	110	10	6	100	0	10.33
maze110_10_7.mz	110	10	7	66	34	35.0
maze110_10_8.mz	110	10	8	100	0	2.99
maze110_10_9.mz	110	10	9	95	5	13.736842105263158
maze120_5_0.mz	120	5	0	50	50	43.78
maze120_5_1.mz	120	5	1	96	4	10.708333333333334
maze120_5_2.mz	120	5	2	27	73	52.074074074074076
maze120_5_3.mz	120	5	3	85	15	21.894117647058824
maze120_5_4.mz	120	5	4	100	0	0.34
maze120_5_5.mz	120	5	5	51	49	45.490196078431374
maze120_5_6.mz	120	5	6	100	0	3.36
maze120_5_7.mz	120	5	7	90	10	28.61111111111111
maze120_5_8.mz	120	5	8	100	0	3.23
maze120_5_9.mz	120	5	9	96	4	13.614583333333334
