Mode XML Parameters
ACO
maxNumIterations	100
pheromonesEvaporationRate	0.65
alpha	0.85
beta	0.85
numberOfAnts	20
GA
geneType	LSystem
maxNumIterations	50
eliteNumber	0
mutationRate	0.05
crossoverRate	0.6
EVA
acoImportance	0.5
agImportance	0.5
Maze	dimension	col	#	#ok	#no	avg ok
maze160_10_1.mz	160	10	1	93	7	17.172043010752688
maze160_10_2.mz	160	10	2	100	0	2.84
maze160_10_3.mz	160	10	3	86	14	15.883720930232558
maze160_10_4.mz	160	10	4	61	39	27.37704918032787
maze160_10_5.mz	160	10	5	27	73	43.333333333333336
maze160_10_6.mz	160	10	6	92	8	14.402173913043478
maze160_10_7.mz	160	10	7	100	0	2.76
maze160_10_8.mz	160	10	8	62	38	39.17741935483871
maze160_10_9.mz	160	10	9	91	9	17.505494505494507
maze160_20_0.mz	160	20	0	51	49	41.333333333333336
maze160_20_1.mz	160	20	1	97	3	10.268041237113403
maze160_20_2.mz	160	20	2	39	61	30.17948717948718
maze160_20_3.mz	160	20	3	75	25	26.133333333333333
maze160_20_4.mz	160	20	4	100	0	0.23
maze160_20_5.mz	160	20	5	98	2	9.33673469387755
maze160_20_6.mz	160	20	6	72	28	28.069444444444443
maze160_20_7.mz	160	20	7	17	83	36.411764705882355
maze160_20_8.mz	160	20	8	22	78	51.13636363636363
maze160_20_9.mz	160	20	9	99	1	6.171717171717172
maze170_5_0.mz	170	5	0	80	20	23.1125
maze170_5_1.mz	170	5	1	66	34	31.924242424242426
maze170_5_2.mz	170	5	2	33	67	37.42424242424242
maze170_5_3.mz	170	5	3	76	24	28.75
maze170_5_4.mz	170	5	4	26	74	37.26923076923077
maze170_5_5.mz	170	5	5	81	19	23.320987654320987
maze170_5_6.mz	170	5	6	86	14	21.53488372093023
maze170_5_7.mz	170	5	7	79	21	22.11392405063291
maze170_5_8.mz	170	5	8	78	22	22.102564102564102
maze170_5_9.mz	170	5	9	23	77	42.21739130434783
maze170_10_0.mz	170	10	0	99	1	4.090909090909091
maze170_10_1.mz	170	10	1	78	22	25.897435897435898
maze170_10_2.mz	170	10	2	54	46	37.5
maze170_10_3.mz	170	10	3	10	90	70.7
maze170_10_4.mz	170	10	4	99	1	5.191919191919192
maze170_10_5.mz	170	10	5	18	82	47.27777777777778
maze170_10_6.mz	170	10	6	100	0	3.87
maze170_10_7.mz	170	10	7	71	29	25.028169014084508
maze170_10_8.mz	170	10	8	79	21	25.645569620253166
maze170_10_9.mz	170	10	9	100	0	1.88
maze180_5_0.mz	180	5	0	56	44	30.142857142857142
maze180_5_1.mz	180	5	1	7	93	43.857142857142854
maze180_5_2.mz	180	5	2	45	55	39.022222222222226
maze180_5_3.mz	180	5	3	32	68	38.5
maze180_5_4.mz	180	5	4	63	37	43.492063492063494
maze180_5_5.mz	180	5	5	9	91	62.0
maze180_5_6.mz	180	5	6	49	51	29.653061224489797
maze180_5_7.mz	180	5	7	54	46	36.75925925925926
maze180_5_8.mz	180	5	8	22	78	34.09090909090909
maze180_5_9.mz	180	5	9	45	55	35.68888888888889
maze180_10_0.mz	180	10	0	58	42	40.37931034482759
maze180_10_1.mz	180	10	1	93	7	12.043010752688172
maze180_10_2.mz	180	10	2	51	49	34.549019607843135
maze180_10_3.mz	180	10	3	99	1	7.353535353535354
maze180_10_4.mz	180	10	4	73	27	23.136986301369863
maze180_10_5.mz	180	10	5	98	2	10.112244897959183
maze180_10_6.mz	180	10	6	100	0	4.82
maze180_10_7.mz	180	10	7	77	23	27.844155844155843
maze180_10_8.mz	180	10	8	87	13	16.93103448275862
maze180_10_9.mz	180	10	9	49	51	38.3469387755102
maze180_15_0.mz	180	15	0	0	100	NaN
maze180_15_1.mz	180	15	1	82	18	23.097560975609756
maze180_15_2.mz	180	15	2	25	75	34.96
maze180_15_3.mz	180	15	3	100	0	1.47
maze180_15_4.mz	180	15	4	40	60	38.85
maze180_15_5.mz	180	15	5	96	4	13.010416666666666
maze180_15_6.mz	180	15	6	66	34	24.681818181818183
maze180_15_7.mz	180	15	7	94	6	12.904255319148936
maze180_15_8.mz	180	15	8	100	0	0.39
maze180_15_9.mz	180	15	9	98	2	13.693877551020408
maze180_20_0.mz	180	20	0	38	62	28.68421052631579
maze180_20_1.mz	180	20	1	55	45	33.69090909090909
maze180_20_2.mz	180	20	2	4	96	50.5
maze180_20_3.mz	180	20	3	8	92	33.125
maze180_20_4.mz	180	20	4	47	53	31.46808510638298
maze180_20_5.mz	180	20	5	80	20	18.025
maze180_20_6.mz	180	20	6	99	1	8.343434343434344
maze180_20_7.mz	180	20	7	12	88	49.083333333333336
