Mode XML Parameters
ACO
maxNumIterations	50
pheromonesEvaporationRate	0.65
alpha	0.85
beta	0.85
numberOfAnts	20
GA
geneType	Simple
maxNumIterations	1
eliteNumber	0
mutationRate	0
crossoverRate	0
EVA
acoImportance	1
agImportance	0
Maze	dimension	col	#	#ok	#no	avg ok
maze60_5_6.mz	60	5	6	97	3	1.8762886597938144
maze60_5_7.mz	60	5	7	58	42	10.96551724137931
maze60_5_8.mz	60	5	8	81	19	5.9753086419753085
maze60_5_9.mz	60	5	9	96	4	1.6770833333333333
maze60_10_0.mz	60	10	0	88	12	5.625
maze60_10_1.mz	60	10	1	71	29	9.67605633802817
maze60_10_2.mz	60	10	2	92	8	4.163043478260869
maze60_10_3.mz	60	10	3	87	13	4.045977011494253
maze60_10_4.mz	60	10	4	97	3	1.041237113402062
maze60_10_5.mz	60	10	5	65	35	8.815384615384616
maze60_10_6.mz	60	10	6	80	20	6.725
maze60_10_7.mz	60	10	7	87	13	3.3908045977011496
maze60_10_8.mz	60	10	8	72	28	6.833333333333333
maze60_10_9.mz	60	10	9	84	16	4.488095238095238
maze60_15_0.mz	60	15	0	88	12	5.943181818181818
maze60_15_1.mz	60	15	1	62	38	11.241935483870968
maze60_15_2.mz	60	15	2	92	8	3.597826086956522
maze60_15_3.mz	60	15	3	97	3	2.0
maze60_15_4.mz	60	15	4	92	8	3.032608695652174
maze60_15_5.mz	60	15	5	60	40	10.733333333333333
maze60_15_6.mz	60	15	6	50	50	11.42
maze60_15_7.mz	60	15	7	100	0	0.38
maze60_15_8.mz	60	15	8	81	19	6.851851851851852
maze60_15_9.mz	60	15	9	72	28	9.333333333333334
maze60_20_0.mz	60	20	0	98	2	1.7040816326530612
maze60_20_1.mz	60	20	1	86	14	7.465116279069767
maze60_20_2.mz	60	20	2	51	49	7.921568627450981
maze60_20_3.mz	60	20	3	96	4	1.9270833333333333
maze60_20_4.mz	60	20	4	69	31	9.507246376811594
maze60_20_5.mz	60	20	5	89	11	3.460674157303371
maze60_20_6.mz	60	20	6	62	38	8.596774193548388
maze60_20_7.mz	60	20	7	77	23	8.25974025974026
maze60_20_8.mz	60	20	8	66	34	11.43939393939394
maze60_20_9.mz	60	20	9	79	21	6.113924050632911
maze70_5_0.mz	70	5	0	75	25	8.56
maze70_5_1.mz	70	5	1	83	17	3.397590361445783
maze70_5_2.mz	70	5	2	87	13	5.942528735632184
maze70_5_3.mz	70	5	3	80	20	7.1
maze70_5_4.mz	70	5	4	90	10	3.566666666666667
maze70_5_5.mz	70	5	5	55	45	12.254545454545454
maze70_5_6.mz	70	5	6	100	0	0.88
maze70_5_7.mz	70	5	7	81	19	7.617283950617284
maze70_5_8.mz	70	5	8	73	27	7.890410958904109
maze70_5_9.mz	70	5	9	30	70	12.166666666666666
maze70_10_0.mz	70	10	0	78	22	6.82051282051282
maze70_10_1.mz	70	10	1	93	7	3.924731182795699
maze70_10_2.mz	70	10	2	78	22	6.730769230769231
maze70_10_3.mz	70	10	3	93	7	2.7204301075268815
maze70_10_4.mz	70	10	4	63	37	7.746031746031746
maze70_10_5.mz	70	10	5	78	22	4.6923076923076925
maze70_10_6.mz	70	10	6	97	3	0.7422680412371134
maze70_10_7.mz	70	10	7	97	3	2.0927835051546393
maze70_10_8.mz	70	10	8	96	4	2.90625
maze70_10_9.mz	70	10	9	81	19	7.716049382716049
maze80_5_0.mz	80	5	0	76	24	4.644736842105263
maze80_5_1.mz	80	5	1	87	13	5.114942528735632
maze80_5_2.mz	80	5	2	79	21	6.050632911392405
maze80_5_3.mz	80	5	3	53	47	9.924528301886792
maze80_5_4.mz	80	5	4	98	2	2.6020408163265305
maze80_5_5.mz	80	5	5	59	41	11.203389830508474
maze80_5_6.mz	80	5	6	61	39	11.557377049180328
maze80_5_7.mz	80	5	7	56	44	15.035714285714286
maze80_5_8.mz	80	5	8	77	23	5.454545454545454
maze80_5_9.mz	80	5	9	65	35	13.507692307692308
maze80_10_0.mz	80	10	0	15	85	13.4
maze80_10_1.mz	80	10	1	75	25	7.32
maze80_10_2.mz	80	10	2	96	4	2.6770833333333335
maze80_10_3.mz	80	10	3	87	13	4.896551724137931
maze80_10_4.mz	80	10	4	69	31	8.434782608695652
maze80_10_5.mz	80	10	5	91	9	4.010989010989011
maze80_10_6.mz	80	10	6	37	63	13.297297297297296
maze80_10_7.mz	80	10	7	95	5	1.3473684210526315
maze80_10_8.mz	80	10	8	89	11	3.898876404494382
maze80_10_9.mz	80	10	9	63	37	11.80952380952381
maze80_20_0.mz	80	20	0	79	21	6.89873417721519
maze80_20_1.mz	80	20	1	36	64	13.61111111111111
maze80_20_2.mz	80	20	2	90	10	2.577777777777778
maze80_20_3.mz	80	20	3	65	35	13.553846153846154
maze80_20_4.mz	80	20	4	85	15	6.129411764705883
maze80_20_5.mz	80	20	5	80	20	9.15
maze80_20_6.mz	80	20	6	66	34	9.045454545454545
