Mode XML Parameters
ACO
maxNumIterations	100
pheromonesEvaporationRate	0.65
alpha	0.85
beta	0.85
numberOfAnts	20
GA
geneType	Simple
maxNumIterations	50
eliteNumber	0
mutationRate	0.05
crossoverRate	0.6
EVA
acoImportance	0.75
agImportance	0.25
Maze	dimension	col	#	#ok	#no	avg ok
maze80_20_8.mz	80	20	8	82	18	21.341463414634145
maze80_20_9.mz	80	20	9	36	64	30.52777777777778
maze90_5_0.mz	90	5	0	83	17	17.08433734939759
maze90_5_1.mz	90	5	1	12	88	45.416666666666664
maze90_5_2.mz	90	5	2	93	7	11.731182795698924
maze90_5_3.mz	90	5	3	79	21	19.050632911392405
maze90_5_4.mz	90	5	4	97	3	7.742268041237113
maze90_5_5.mz	90	5	5	88	12	10.897727272727273
maze90_5_6.mz	90	5	6	99	1	2.090909090909091
maze90_5_7.mz	90	5	7	88	12	21.488636363636363
maze90_5_8.mz	90	5	8	80	20	11.6375
maze90_5_9.mz	90	5	9	38	62	34.18421052631579
maze90_10_0.mz	90	10	0	100	0	2.37
maze90_10_1.mz	90	10	1	99	1	4.434343434343434
maze90_10_2.mz	90	10	2	98	2	4.408163265306122
maze90_10_3.mz	90	10	3	98	2	5.377551020408164
maze90_10_4.mz	90	10	4	94	6	9.98936170212766
maze90_10_5.mz	90	10	5	70	30	23.785714285714285
maze90_10_6.mz	90	10	6	100	0	2.15
maze90_10_7.mz	90	10	7	97	3	12.793814432989691
maze90_10_8.mz	90	10	8	91	9	13.934065934065934
maze90_10_9.mz	90	10	9	78	22	20.756410256410255
maze90_15_0.mz	90	15	0	98	2	1.346938775510204
maze90_15_1.mz	90	15	1	100	0	3.58
maze90_15_2.mz	90	15	2	98	2	3.2448979591836733
maze90_15_3.mz	90	15	3	94	6	11.595744680851064
maze90_15_4.mz	90	15	4	100	0	5.87
maze90_15_5.mz	90	15	5	96	4	9.958333333333334
maze90_15_6.mz	90	15	6	32	68	33.125
maze90_15_7.mz	90	15	7	99	1	3.707070707070707
maze90_15_8.mz	90	15	8	100	0	2.41
maze90_15_9.mz	90	15	9	100	0	3.62
maze100_5_0.mz	100	5	0	67	33	20.507462686567163
maze100_5_1.mz	100	5	1	55	45	30.30909090909091
maze100_5_2.mz	100	5	2	22	78	40.0
maze100_5_3.mz	100	5	3	79	21	20.151898734177216
maze100_5_4.mz	100	5	4	90	10	13.033333333333333
maze100_5_5.mz	100	5	5	100	0	1.67
maze100_5_6.mz	100	5	6	97	3	11.556701030927835
maze100_5_7.mz	100	5	7	51	49	20.941176470588236
maze100_5_8.mz	100	5	8	95	5	12.063157894736841
maze100_5_9.mz	100	5	9	49	51	24.53061224489796
maze100_10_0.mz	100	10	0	96	4	7.197916666666667
maze100_10_1.mz	100	10	1	92	8	6.391304347826087
maze100_10_2.mz	100	10	2	76	24	22.960526315789473
maze100_10_3.mz	100	10	3	98	2	6.877551020408164
maze100_10_4.mz	100	10	4	100	0	0.75
maze100_10_5.mz	100	10	5	99	1	3.212121212121212
maze100_10_6.mz	100	10	6	100	0	2.94
maze100_10_7.mz	100	10	7	30	70	22.633333333333333
maze100_10_8.mz	100	10	8	100	0	2.28
maze100_10_9.mz	100	10	9	44	56	31.40909090909091
maze100_20_0.mz	100	20	0	100	0	1.77
maze100_20_1.mz	100	20	1	54	46	36.18518518518518
maze100_20_2.mz	100	20	2	89	11	19.95505617977528
maze100_20_3.mz	100	20	3	87	13	11.471264367816092
maze100_20_4.mz	100	20	4	73	27	19.410958904109588
maze100_20_5.mz	100	20	5	67	33	25.611940298507463
maze100_20_6.mz	100	20	6	69	31	25.89855072463768
maze100_20_7.mz	100	20	7	78	22	17.602564102564102
maze100_20_8.mz	100	20	8	100	0	0.2
maze100_20_9.mz	100	20	9	53	47	23.452830188679247
maze110_5_0.mz	110	5	0	51	49	29.235294117647058
maze110_5_1.mz	110	5	1	93	7	8.075268817204302
maze110_5_2.mz	110	5	2	62	38	25.693548387096776
maze110_5_3.mz	110	5	3	47	53	30.48936170212766
maze110_5_4.mz	110	5	4	80	20	26.05
maze110_5_5.mz	110	5	5	83	17	15.373493975903614
maze110_5_6.mz	110	5	6	95	5	7.28421052631579
maze110_5_7.mz	110	5	7	57	43	22.087719298245613
maze110_5_8.mz	110	5	8	76	24	19.44736842105263
maze110_5_9.mz	110	5	9	90	10	14.444444444444445
maze110_10_0.mz	110	10	0	100	0	0.68
maze110_10_1.mz	110	10	1	93	7	11.580645161290322
maze110_10_2.mz	110	10	2	97	3	6.288659793814433
maze110_10_3.mz	110	10	3	96	4	8.625
maze110_10_4.mz	110	10	4	11	89	37.81818181818182
maze110_10_5.mz	110	10	5	100	0	4.35
maze110_10_6.mz	110	10	6	91	9	11.571428571428571
maze110_10_7.mz	110	10	7	53	47	21.09433962264151
maze110_10_8.mz	110	10	8	82	18	19.365853658536587
maze110_10_9.mz	110	10	9	66	34	17.424242424242426
maze120_5_0.mz	120	5	0	0	100	NaN
maze120_5_1.mz	120	5	1	59	41	27.35593220338983
maze120_5_2.mz	120	5	2	38	62	28.86842105263158
maze120_5_3.mz	120	5	3	58	42	23.724137931034484
maze120_5_4.mz	120	5	4	93	7	7.720430107526882
maze120_5_5.mz	120	5	5	62	38	25.79032258064516
maze120_5_6.mz	120	5	6	74	26	16.027027027027028
maze120_5_7.mz	120	5	7	69	31	20.420289855072465
maze120_5_8.mz	120	5	8	79	21	19.70886075949367
maze120_5_9.mz	120	5	9	94	6	11.98936170212766
maze120_10_0.mz	120	10	0	99	1	4.202020202020202
maze120_10_1.mz	120	10	1	92	8	13.282608695652174
maze120_10_2.mz	120	10	2	99	1	10.767676767676768
maze120_10_3.mz	120	10	3	100	0	1.64
maze120_10_4.mz	120	10	4	99	1	10.404040404040405
maze120_10_5.mz	120	10	5	96	4	4.291666666666667
maze120_10_6.mz	120	10	6	96	4	6.833333333333333
maze120_10_7.mz	120	10	7	100	0	1.57
maze120_10_8.mz	120	10	8	50	50	28.12
maze120_10_9.mz	120	10	9	95	5	7.768421052631579
maze120_15_0.mz	120	15	0	97	3	7.185567010309279
maze120_15_1.mz	120	15	1	76	24	24.94736842105263
maze120_15_2.mz	120	15	2	88	12	19.056818181818183
maze120_15_3.mz	120	15	3	100	0	3.22
maze120_15_4.mz	120	15	4	100	0	1.54
maze120_15_5.mz	120	15	5	78	22	17.666666666666668
maze120_15_6.mz	120	15	6	85	15	13.105882352941176
maze120_15_7.mz	120	15	7	92	8	16.5
maze120_15_8.mz	120	15	8	68	32	23.514705882352942
maze120_15_9.mz	120	15	9	44	56	36.56818181818182
maze120_20_0.mz	120	20	0	92	8	12.032608695652174
maze120_20_1.mz	120	20	1	99	1	5.8686868686868685
maze120_20_2.mz	120	20	2	99	1	5.1313131313131315
maze120_20_3.mz	120	20	3	74	26	20.12162162162162
maze120_20_4.mz	120	20	4	53	47	29.58490566037736
maze120_20_5.mz	120	20	5	87	13	14.149425287356323
maze120_20_6.mz	120	20	6	57	43	19.771929824561404
maze120_20_7.mz	120	20	7	44	56	31.795454545454547
maze120_20_8.mz	120	20	8	89	11	15.831460674157304
maze120_20_9.mz	120	20	9	91	9	19.296703296703296
maze130_5_0.mz	130	5	0	70	30	25.0
maze130_5_1.mz	130	5	1	100	0	2.06
maze130_5_2.mz	130	5	2	89	11	14.775280898876405
maze130_5_3.mz	130	5	3	38	62	33.89473684210526
maze130_5_4.mz	130	5	4	80	20	15.825
maze130_5_5.mz	130	5	5	94	6	7.425531914893617
maze130_5_6.mz	130	5	6	94	6	12.787234042553191
maze130_5_7.mz	130	5	7	97	3	7.391752577319588
maze130_5_8.mz	130	5	8	49	51	36.40816326530612
maze130_5_9.mz	130	5	9	31	69	37.74193548387097
maze130_10_0.mz	130	10	0	93	7	12.301075268817204
maze130_10_1.mz	130	10	1	99	1	6.333333333333333
maze130_10_2.mz	130	10	2	95	5	9.178947368421053
maze130_10_3.mz	130	10	3	98	2	5.428571428571429
maze130_10_4.mz	130	10	4	100	0	3.44
maze130_10_5.mz	130	10	5	96	4	9.239583333333334
maze130_10_6.mz	130	10	6	82	18	20.865853658536587
maze130_10_7.mz	130	10	7	98	2	5.785714285714286
maze130_10_8.mz	130	10	8	79	21	21.21518987341772
maze130_10_9.mz	130	10	9	96	4	7.28125
maze140_5_0.mz	140	5	0	43	57	33.627906976744185
maze140_5_1.mz	140	5	1	76	24	17.32894736842105
maze140_5_2.mz	140	5	2	90	10	13.28888888888889
maze140_5_3.mz	140	5	3	46	54	37.93478260869565
maze140_5_4.mz	140	5	4	80	20	17.65
maze140_5_5.mz	140	5	5	82	18	14.78048780487805
maze140_5_6.mz	140	5	6	59	41	29.45762711864407
maze140_5_7.mz	140	5	7	26	74	37.88461538461539
maze140_5_8.mz	140	5	8	86	14	21.197674418604652
maze140_5_9.mz	140	5	9	86	14	19.093023255813954
maze140_10_0.mz	140	10	0	21	79	40.476190476190474
maze140_10_1.mz	140	10	1	100	0	1.87
maze140_10_2.mz	140	10	2	100	0	2.85
maze140_10_3.mz	140	10	3	56	44	28.089285714285715
maze140_10_4.mz	140	10	4	31	69	34.54838709677419
maze140_10_5.mz	140	10	5	98	2	7.387755102040816
maze140_10_6.mz	140	10	6	51	49	33.470588235294116
maze140_10_7.mz	140	10	7	99	1	3.797979797979798
maze140_10_8.mz	140	10	8	97	3	9.422680412371134
maze140_10_9.mz	140	10	9	92	8	12.282608695652174
maze140_20_0.mz	140	20	0	83	17	20.325301204819276
maze140_20_1.mz	140	20	1	31	69	35.70967741935484
maze140_20_2.mz	140	20	2	62	38	28.693548387096776
maze140_20_3.mz	140	20	3	63	37	29.571428571428573
maze140_20_4.mz	140	20	4	83	17	15.879518072289157
maze140_20_5.mz	140	20	5	100	0	2.61
maze140_20_6.mz	140	20	6	58	42	26.25862068965517
maze140_20_7.mz	140	20	7	81	19	22.65432098765432
maze140_20_8.mz	140	20	8	56	44	32.892857142857146
maze140_20_9.mz	140	20	9	80	20	20.85
maze150_5_0.mz	150	5	0	52	48	31.942307692307693
maze150_5_1.mz	150	5	1	88	12	12.920454545454545
maze150_5_2.mz	150	5	2	17	83	45.8235294117647
maze150_5_3.mz	150	5	3	75	25	22.733333333333334
maze150_5_4.mz	150	5	4	1	99	23.0
maze150_5_5.mz	150	5	5	87	13	14.25287356321839
maze150_5_6.mz	150	5	6	27	73	39.629629629629626
maze150_5_7.mz	150	5	7	0	100	NaN
maze150_5_8.mz	150	5	8	71	29	19.154929577464788
maze150_5_9.mz	150	5	9	29	71	38.6551724137931
maze150_10_0.mz	150	10	0	85	15	15.6
maze150_10_1.mz	150	10	1	37	63	40.0
maze150_10_2.mz	150	10	2	40	60	35.05
maze150_10_3.mz	150	10	3	98	2	5.224489795918367
maze150_10_4.mz	150	10	4	69	31	19.246376811594203
maze150_10_5.mz	150	10	5	100	0	5.27
maze150_10_6.mz	150	10	6	85	15	16.694117647058825
maze150_10_7.mz	150	10	7	54	46	23.314814814814813
maze150_10_8.mz	150	10	8	58	42	25.913793103448278
maze150_10_9.mz	150	10	9	67	33	30.492537313432837
maze150_15_0.mz	150	15	0	31	69	35.354838709677416
maze150_15_1.mz	150	15	1	89	11	13.842696629213483
maze150_15_2.mz	150	15	2	81	19	15.11111111111111
maze150_15_3.mz	150	15	3	80	20	15.9375
maze150_15_4.mz	150	15	4	86	14	15.86046511627907
maze150_15_5.mz	150	15	5	98	2	5.040816326530612
maze150_15_6.mz	150	15	6	86	14	15.476744186046512
maze150_15_7.mz	150	15	7	96	4	10.322916666666666
maze150_15_8.mz	150	15	8	42	58	32.30952380952381
maze150_15_9.mz	150	15	9	93	7	8.387096774193548
maze160_5_0.mz	160	5	0	56	44	20.892857142857142
maze160_5_1.mz	160	5	1	56	44	21.839285714285715
maze160_5_2.mz	160	5	2	25	75	31.28
maze160_5_3.mz	160	5	3	18	82	40.833333333333336
maze160_5_4.mz	160	5	4	60	40	34.25
maze160_5_5.mz	160	5	5	74	26	21.324324324324323
maze160_5_6.mz	160	5	6	9	91	62.44444444444444
maze160_5_7.mz	160	5	7	91	9	10.10989010989011
maze160_5_8.mz	160	5	8	24	76	34.291666666666664
maze160_5_9.mz	160	5	9	45	55	32.31111111111111
maze160_10_0.mz	160	10	0	89	11	16.06741573033708
maze160_10_1.mz	160	10	1	56	44	36.392857142857146
maze160_10_2.mz	160	10	2	96	4	8.145833333333334
maze160_10_3.mz	160	10	3	75	25	19.426666666666666
maze160_10_4.mz	160	10	4	57	43	30.105263157894736
maze160_10_5.mz	160	10	5	9	91	64.0
maze160_10_6.mz	160	10	6	92	8	9.815217391304348
maze160_10_7.mz	160	10	7	98	2	6.275510204081633
maze160_10_8.mz	160	10	8	22	78	45.90909090909091
maze160_10_9.mz	160	10	9	71	29	23.422535211267604
maze160_20_0.mz	160	20	0	20	80	43.9
maze160_20_1.mz	160	20	1	89	11	15.51685393258427
maze160_20_2.mz	160	20	2	52	48	38.11538461538461
maze160_20_3.mz	160	20	3	68	32	21.455882352941178
maze160_20_4.mz	160	20	4	100	0	1.17
maze160_20_5.mz	160	20	5	94	6	10.319148936170214
maze160_20_6.mz	160	20	6	45	55	28.866666666666667
maze160_20_7.mz	160	20	7	19	81	26.526315789473685
maze160_20_8.mz	160	20	8	24	76	44.541666666666664
maze160_20_9.mz	160	20	9	84	16	15.904761904761905
maze170_5_0.mz	170	5	0	47	53	32.97872340425532
maze170_5_1.mz	170	5	1	56	44	26.821428571428573
maze170_5_2.mz	170	5	2	3	97	25.0
maze170_5_3.mz	170	5	3	30	70	35.5
maze170_5_4.mz	170	5	4	18	82	28.055555555555557
maze170_5_5.mz	170	5	5	5	95	46.0
maze170_5_6.mz	170	5	6	65	35	19.23076923076923
maze170_5_7.mz	170	5	7	66	34	19.257575757575758
maze170_5_8.mz	170	5	8	11	89	44.90909090909091
maze170_5_9.mz	170	5	9	15	85	36.0
maze170_10_0.mz	170	10	0	99	1	5.525252525252525
